Name,Address,Contact,Map Link,rating,No of reviews,Social media / website,Menu Link,Restaurant Keyword,Restaurant Speciality
Metaxa,"Bulevardul Decebal 23 4, MD-2002, fl, Молдова",+37(322)638899,https://www.google.com/maps/place/Metaxa/data=!4m7!3m6!1s0x40c97d846a2ee5cd:0x67cb49d4435d71e6!8m2!3d47.0045042!4d28.8607932!16s%2Fg%2F11dynb6xpf!19sChIJzeUuaoR9yUAR5nFdQ9RJy2c?authuser=0&hl=ru&rclk=1,4.4,66,https://www.google.com/maps/place/Metaxa/data=!4m7!3m6!1s0x40c97d846a2ee5cd:0x67cb49d4435d71e6!8m2!3d47.0045042!4d28.8607932!16s%2Fg%2F11dynb6xpf!19sChIJzeUuaoR9yUAR5nFdQ9RJy2c?authuser=0&hl=ru&rclk=1,None,European cuisine,"European, Greek, East European"
Mi Piace,"Mi Piace, Trandafirilor Street 4, Chișinău, Moldova",+373 789 83 333,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97ea9742eac4d:0x677e28bd7061dda2!8m2!3d46.9985204!4d28.8579633!16s%2Fg%2F11cjkqjtfw?entry=ttu,4.6,2163,https://mipiace.md/,None,Italian Cuisine,"Italian, pizza, European"
Millor Café,"Millor Café, Strada Alecu Russo 16/1, Chișinău, Moldova",+373 22 450 798,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97c8af7156e05:0x5d7d6e1fd2b3ff90!8m2!3d47.0390673!4d28.8818153!16s%2Fg%2F11bbrgfcsf?entry=ttu,4.7,275,http://millor.md/,None,European cuisine,"European, East European, Romanian"
MiPiace,"Strada Trandafirilor 4, Chișinău, Молдова",+373 789 83 333,https://www.google.com/maps/place/MiPiace/data=!4m7!3m6!1s0x40c97ea9742eac4d:0x677e28bd7061dda2!8m2!3d46.9985204!4d28.8579633!16s%2Fg%2F11cjkqjtfw!19sChIJTawudKl-yUARot1hcL0ofmc?authuser=0&hl=ru&rclk=1,4.6,2 165,https://mipiace.md/,None,Italian Cuisine,"Italian, pizza, European"
Mojito,"Mojito, Bulevardul Moscova 11/5, Chișinău, Moldova",+373 685 00 050,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97cfc9152e4e1:0x726416889a9aa2bb!8m2!3d47.0507031!4d28.8635004!16s%2Fg%2F11c6w0r7z5?entry=ttu,4.3,942,None,None,European cuisine,None
Mojo,"Mojo, Strada Constantin Tănase 6, Chișinău, Moldova",+373 789 22 222,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97d1f234361a7:0xe6c290075660ab0a!8m2!3d47.0299494!4d28.8376285!16s%2Fg%2F11ppdd2hhm?entry=ttu,4.2,430,https://www.facebook.com/Restobar.Mojo,None,Mixed kitchen,"Japanese, bar, cafe, European, pub, wine bar"
Molda Restaurant,"Strada Sfîntul Gheorghe 40/1, Chișinău, Молдова",+37(379)184700,https://www.google.com/maps/place/Molda+Restaurant/data=!4m7!3m6!1s0x40c97d046a1fd409:0x6963e111a910e273!8m2!3d47.0229301!4d28.8522307!16s%2Fg%2F11p02phnwt!19sChIJCdQfagR9yUARc-IQqRHhY2k?authuser=0&hl=ru&rclk=1,4.4,138,https://www.facebook.com/moldarestaurant/,None,European cuisine,"European, grill, wine bar, bars with restaurant"
Molodosti,"Molodosti, Strada Ginta Latină 9/1, Chișinău, Moldova",+373 791 81 819,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97d3a073d34fd:0x4367f208062586b1!8m2!3d47.0361661!4d28.8830683!16s%2Fg%2F11shk46gjx?entry=ttu,4.3,39,None,None,European cuisine,"Cafe, European, pub, gastropab, Ukrainian, bars with restaurant"
Momo Asian Bar,"Momo Asian Bar, Bulevardul Moscova 14/1, MD-2068, Chișinău, Moldova",+373 793 01 030,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97d277e967567:0xbc7abc20121a07b6!8m2!3d47.0514773!4d28.8646373!16s%2Fg%2F11sppmg4td?entry=ttu,4.6,488,https://momo.md/,None,Asian cuisine,"Asian, bars with restaurant"
Morpho,"Morpho, Strada Mihai Eminescu 51/2, MD-2001, Chișinău, Moldova",+373 687 87 878,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97d82b20d2d29:0xc0d400c79f58d2ac!8m2!3d47.0225306!4d28.8375178!16s%2Fg%2F11h9nfl0nf?entry=ttu,3.9,113,None,None,Mixed kitchen,"Desserts, drinks"
Motif,"Motif, Strada Calea Orheiului 17, MD-2059, 1, Moldova",+373 693 00 100,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97daca13781ab:0x8b6ceef0c0db118c!8m2!3d47.0422252!4d28.8443554!16s%2Fg%2F11bvt4nr96?entry=ttu,4.4,495,None,None,European cuisine,None
Mr. Green,"Mr. Green, Strada Pietrarilor 2/1, Chișinău, Moldova",+373 695 79 579,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97e8a2a5f19c1:0xca523262e2f5600f!8m2!3d47.0002846!4d28.8041776!16s%2Fg%2F11gfgyg5wg?entry=ttu,4.6,736,http://facebook.com/cafe.mr.green,None,Mixed kitchen,None
Mr. Kebab,"Mr. Kebab, Bulevardul Moscova 10/1, MD-2068, Chișinău, Moldova",+373 674 49 999,https://maps.app.goo.gl/d5urwkgoYVfWnDKq9,4.1,740,https://www.facebook.com/mr.kebab.md/,None,Fast Food,"Kebab, Shaverma"
Mr. Kebab,Strada Maria Drăgan 10/2,+37(367)459999,https://www.google.com/maps/place/Mr.+Kebab/data=!4m7!3m6!1s0x40c97dc86c2cfa1d:0x4408d2c9f72d7824!8m2!3d47.0261739!4d28.8833702!16s%2Fg%2F11vkl8hcy3!19sChIJHfosbMh9yUARJHgt98nSCEQ?authuser=0&hl=ru&rclk=1,3.0,18,https://www.facebook.com/mr.kebab.md/,None,Fast Food,"Kebab, Shaverma"
Mr. Kebab,Strada Nicolae Testemițanu 17/6,+37(367)459999,https://www.google.com/maps/place/Mr.+Kebab/data=!4m7!3m6!1s0x40c97fe75750f957:0x80e360d617fa6a45!8m2!3d46.9971841!4d28.8350454!16s%2Fg%2F11g0l4r6wc!19sChIJV_lQV-d_yUARRWr6F9Zg44A?authuser=0&hl=ru&rclk=1,3.9,149,https://www.facebook.com/mr.kebab.md/,None,Fast Food,"Kebab, Shaverma"
Mr. Kebab,Strada Independenței 4,+37(367)559999,https://www.google.com/maps/place/Mr.+Kebab/data=!4m7!3m6!1s0x40c97eb67403e259:0x6cb19c99b8bbeedb!8m2!3d46.9854123!4d28.8447141!16s%2Fg%2F11cn3lllp3!19sChIJWeIDdLZ-yUAR2-67uJmcsWw?authuser=0&hl=ru&rclk=1,4.0,2 521,https://botanica.mrkebab.md/ru,None,Fast Food,"Kebab, Shaverma"
Mr. Kebab,Bulevardul Moscova 10/1,+37(367)459999,https://www.google.com/maps/place/Mr.+Kebab/data=!4m7!3m6!1s0x40c97cfb8d6778f1:0xdaa95786e52dd15d!8m2!3d47.0489405!4d28.863741!16s%2Fg%2F11bzyx78yk!19sChIJ8Xhnjft8yUARXdEt5YZXqdo?authuser=0&hl=ru&rclk=1,4.1,742,https://www.facebook.com/mr.kebab.md/,None,Fast Food,"Kebab, Shaverma"
MUS Gastronomic,"Bulevardul Moscova 14/1, MD-2068, Chișinău, Moldova",+37(378)410410,https://maps.app.goo.gl/hPspzRaML9fXfgmp8,4.5,205,www.mus.md,None,European cuisine,"Italian, French, European, Fusion, Scandinavian"
Mussels Seafood & Wine,"Strada Mihai Eminescu 44/1, Chișinău, Молдова",+37(369)968052,https://www.google.com/maps/place/Mussels+Seafood+%26+Wine/data=!4m7!3m6!1s0x40c97d8b3b0b2d21:0x97cbc1b0f3821c40!8m2!3d47.0194956!4d28.8337677!16s%2Fg%2F11lrgvsh8_!19sChIJIS0LO4t9yUARQByC87DBy5c?authuser=0&hl=ru&rclk=1,4.5,444,https://www.facebook.com/musselsmd,None,Seafood,"Seafood, Spanish"
MuzCafé,"MuzCafé, Strada Albişoara 44, MD-2005, Chișinău, Moldova",+373 797 94 444,https://maps.app.goo.gl/AtbJLBvd4vbuwgCP8,4.2,1469,http://www.muzcafe.md/,None,Mixed kitchen,"Bar, cafe, European, Asian, grill, pub, Central European, Romanian"
Myata Café & Bar,Strada Mitropolit Gavriil Bănulescu-Bodoni 37/1,+37(360)660400,https://www.google.com/maps/place/Myata+Caf%C3%A9+%26+Bar/data=!4m7!3m6!1s0x40c97d144ad883c9:0xc1e11c2c943f5143!8m2!3d47.0242452!4d28.8285992!16s%2Fg%2F11h22jd991!19sChIJyYPYShR9yUARQ1E_lCwc4cE?authuser=0&hl=ru&rclk=1,4.3,863,https://www.facebook.com/myatacafebar/,None,Italian Cuisine,"Italian, European"
Naas grills Restaurant,Strada Nicolae Testemițanu 29/7,+37(367)394564,https://www.google.com/maps/place/Naas+grills+Restaurant/data=!4m7!3m6!1s0x40c97f3f2cf466c3:0x87222ae074d31164!8m2!3d46.9954157!4d28.8327701!16s%2Fg%2F11smdyqggc!19sChIJw2b0LD9_yUARZBHTdOAqIoc?authuser=0&hl=en&rclk=1,3.7,40,None,None,Indian food,None
Namaste Café & Pub,Strada Academiei 5/2,+37(367)655451,https://www.google.com/maps/place/Namaste+Caf%C3%A9+%26+Pub/data=!4m7!3m6!1s0x40c97f4d1053ab45:0x8aa924eee0c6483f!8m2!3d47.0014551!4d28.81511!16s%2Fg%2F11q84q9tjm!19sChIJRatTEE1_yUARP0jG4O4kqYo?authuser=0&hl=ru&rclk=1,4.0,49,https://www.my-namaste.cafe/,None,Indian food,"Indian, Asian, Nepalskaya"
NARINGI,Strada Mitropolit Gavriil Bănulescu-Bodoni 28/2,+37(378)992250,https://www.google.com/maps/place/NARINGI/data=!4m7!3m6!1s0x40c97de3342dad0f:0xbb0463873596f21a!8m2!3d47.030445!4d28.8384396!16s%2Fg%2F11gtfs1j80!19sChIJD60tNON9yUARGvKWNYdjBLs?authuser=0&hl=ru&rclk=1,4.4,183,None,None,European cuisine,"Italian, French, European"
Naringi Cafe,"Naringi Cafe, Bulevardul Moscova 1/1, Chișinău, Moldova",+373 789 92 247,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97d78d29e7ee1:0xdf9d5e9c3bff57f5!8m2!3d47.0449972!4d28.861203!16s%2Fg%2F11f7bznww3?entry=ttu,4.6,338,https://www.facebook.com/cafenaringi/,None,European cuisine,"Italian, French, European"
New York Restaurant & Bar,"New York Restaurant & Bar, Mitropolit Varlaam St 77, MD-2012, Chișinău, Moldova",+373 22 201 202,https://maps.app.goo.gl/PiCkC98z7YF5ApVK8,4.4,313,https://m.facebook.com/NewYorkRadissonMD/,None,American cuisine,"American, bar, international, European"
Nobil Restaurant,"Nobil Restaurant, Mihai Eminescu Street 49/1, MD-2012, Chișinău, Moldova",+373 22 400 480,https://maps.app.goo.gl/CqxZxA8vYBQar75p6,5.0,2,http://4sq.com/dhpSuG,None,European cuisine,"Italian, French, Mediterranean, Fusion"
Nōema,"Nōema, Stefan cel Mare si Sfant Boulevard 103, Chișinău, Moldova",+373 767 44 444,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97d56632ddab9:0xc7fb8130a83ff817!8m2!3d47.0267367!4d28.8280821!16s%2Fg%2F11rz57tgp_?entry=ttu,4.3,120,None,None,European cuisine,None
Nota Bene,"Nota Bene, Stefan cel Mare si Sfant Boulevard 67, Chișinău, Moldova",+373 794 01 396,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97c3b5a8fe8fb:0x390584f3f07e23b1!8m2!3d47.0167184!4d28.8435838!16s%2Fg%2F11c6smb7z3?entry=ttu,4.1,274,None,None,European cuisine,None
Oхотничий Двор,"Bulevardul Decebal 16, Chișinău, Молдова",+37(322)639329,https://www.google.com/maps/place/%D0%9E%D1%85%D0%BE%D1%82%D0%BD%D0%B8%D1%87%D0%B8%D0%B9+%D0%94%D0%B2%D0%BE%D1%80/data=!4m7!3m6!1s0x40c97c02870369fd:0xf8f1ad2b9b5c1a48!8m2!3d47.001792!4d28.8583998!16s%2Fg%2F1tfw1j_t!19sChIJ_WkDhwJ8yUARSBpcmyut8fg?authuser=0&hl=ru&rclk=1,4.6,91,None,None,Mixed kitchen,"Caucasian, barbecue"
Odélle,"Strada Mihai Eminescu 70, MD-2038, Chișinău, Молдова",+37(361)223333,https://maps.app.goo.gl/HP7RySjyi11G4cXb8,4.7,87,https://odelle.md/,None,European cuisine,"Cafe, European"
Olala Café,"Strada George Coşbuc 36/B, MD-2003, Durleşti, Молдова",None,https://maps.app.goo.gl/j37NW38Bh7TT5oEw9,4.9,41,https://www.instagram.com/olala__cafe/?igshid=MmIzYWVlNDQ5Yg%3D%3D,None,Mixed kitchen,beverages
Oliva,"Oliva, Bulevardul Moscova 5, MD-2068, Chișinău, Moldova",+373 22 010 445,https://maps.app.goo.gl/vHMbGs62cTzCwXEz9,4.3,2847,http://www.oliva.md/,http://www.oliva.md/,Italian Cuisine,"Pizza, healthy"
Oliva,Bulevardul Decebal 139,+37(322)010446,https://www.google.com/maps/place/Oliva/data=!4m7!3m6!1s0x40c97ead51b988ab:0xbad4eb89fa7b8d0d!8m2!3d46.9880615!4d28.8582409!16s%2Fg%2F11b7xzxybr!19sChIJq4i5Ua1-yUARDY17-onr1Lo?authuser=0&hl=ru&rclk=1,4.3,2 266,http://www.oliva.md/,None,None,"Italian, Mediterranean, European"
Oliva,Bulevardul Moscova 5,+37(322)010445,https://www.google.com/maps/place/Oliva/data=!4m7!3m6!1s0x40c97cf93de361cf:0x6c9fe29ce9d026a4!8m2!3d47.0462942!4d28.861505!16s%2Fg%2F11clwn5txf!19sChIJz2HjPfl8yUARpCbQ6Zzin2w?authuser=0&hl=ru&rclk=1,4.3,2 848,http://www.oliva.md/,None,None,"Italian, Mediterranean, European"
Oliva Verde,"Strada Alexei Şciusev 47, MD-2012, Chișinău",+37(322)010444,https://www.google.com/maps/place/Oliva+Verde/data=!4m7!3m6!1s0x40c97d691860b3f9:0xd77725918b9e7ab6!8m2!3d47.017782!4d28.8306087!16s%2Fg%2F11j2s8bbtm!19sChIJ-bNgGGl9yUARtnqei5Eld9c?authuser=0&hl=ru&rclk=1,4.4,1 368,http://www.oliva.md/,None,None,"Italian, pizza, Mediterranean"
Oliva Verde,Strada Alexei Şciusev 47,+37(322)010444,https://www.google.com/maps/place/Oliva+Verde/data=!4m7!3m6!1s0x40c97d691860b3f9:0xd77725918b9e7ab6!8m2!3d47.017782!4d28.8306087!16s%2Fg%2F11j2s8bbtm!19sChIJ-bNgGGl9yUARtnqei5Eld9c?authuser=0&hl=ru&rclk=1,4.4,1 368,http://www.oliva.md/,None,None,"Italian, pizza, Mediterranean"
Oro,"Oro, Bulevardul Decebal 34, Chișinău, Moldova",+373 696 26 626,https://maps.app.goo.gl/LLFDcYAt6pGtdZ2B8,4.3,675,http://www.oro.md/,https://oro.md/oro-hookah-lounge/,Italian Cuisine,"Italian, Mediterranean, European, Central European"
Oro,"Oro, Bulevardul Decebal 34, Chișinău, Moldova",+373 696 26 626,https://maps.app.goo.gl/LLFDcYAt6pGtdZ2B8,4.3,675,http://www.oro.md/,None,None,"Italian, Mediterranean, European, Central European"
Osho Bar & Kitchen,"Bulevardul Decebal 7/1, Chișinău",+373 687 07 071,https://www.google.com/maps/place/Osho+Bar+%26+Kitchen/data=!4m7!3m6!1s0x40c97c0358435dd3:0xd2b55b012262a84e!8m2!3d47.0060252!4d28.8601716!16s%2Fg%2F11cly85y0s!19sChIJ011DWAN8yUARTqhiIgFbtdI?authuser=0&hl=ru&rclk=1,4.7,1011,https://www.facebook.com/osho.md/,https://osho.md/menu,European cuisine,None
Osho Bar & Kitchen,"Bulevardul Decebal 7/1, Chișinău, Молдова",+37(369)446444,https://www.google.com/maps/place/Osho+Bar+%26+Kitchen/data=!4m7!3m6!1s0x40c97c0358435dd3:0xd2b55b012262a84e!8m2!3d47.0060252!4d28.8601716!16s%2Fg%2F11cly85y0s!19sChIJ011DWAN8yUARTqhiIgFbtdI?authuser=0&hl=ru&rclk=1,4.7,1 011,https://www.facebook.com/osho.md/,None,None,None
Ottoman,"Strada Cuza Vodă 3, Chișinău, Молдова",+37(368)633633,https://maps.app.goo.gl/RUY679xBjtPM44tG7,4.3,852,https://facebook.com/OttomanMoldova/,glovo и straus тут актуальное меню,European cuisine,None
Ottoman,"Strada Alexei Mateevici 77A, Chișinău, Молдова",+37(378)407407,https://maps.app.goo.gl/yVp2Huyc9K61SKNY8,4.2,55,None,None,None,None
Pacco,"Pacco, Bulevardul Moscova 2, MD-2068, Chișinău, Moldova",+373 600 80 708,https://maps.app.goo.gl/4gTKqiyJtfFcz9Sf8,4.1,200,http://pacco.md/,https://pacco.md/,European cuisine,None
Pado Cuisine Café,Bulevardul Ștefan cel Mare și Sfînt 145,+37(368)549066,https://www.google.com/maps/place/Pado+Cuisine+Caf%C3%A9/data=!4m7!3m6!1s0x40c97db782aae8cb:0xb7a0e933bf02954d!8m2!3d47.0311849!4d28.8219679!16s%2Fg%2F11h5t132rk!19sChIJy-iqgrd9yUARTZUCvzPpoLc?authuser=0&hl=ru&rclk=1,4.4,386,None,straus,European cuisine,None
Panadero,"Panadero, Mihai Eminescu Street 48, Chișinău, Moldova",+373 684 48 448,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97d67c92e3bf3:0x7ddc6e72276f9232!8m2!3d47.0199467!4d28.8343523!16s%2Fg%2F11ts2k8ncg?entry=ttu,4.7,187,https://panadero.md/,None,None,None
Panifico Pizza,"Panifico Pizza, Constantin Brâncuși St 110, Chișinău, Moldova",+373 604 01 401,https://maps.app.goo.gl/Jynxvxd1RBgV3wmJ6,4.0,344,None,None,None,None
Park Avenue Restaurant,"Bulevardul Decebal 6/1, Chișinău, Молдова",+37(322)106023,https://www.google.com/maps/place/Park+Avenue+Restaurant/data=!4m7!3m6!1s0x40c97c034842e711:0x8809bec6a00247b9!8m2!3d47.0053551!4d28.859055!16s%2Fg%2F11bwy_yhjj!19sChIJEedCSAN8yUARuUcCoMa-CYg?authuser=0&hl=ru&rclk=1,4.5,753,https://www.parkavenue.biz/,https://www.parkavenue.biz/menu,European cuisine,None
Park Café,"Park Café, Strada Sarmizegetusa 8, Chișinău, Moldova",+373 790 48 953,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c9792952884463:0xe79051fcfae7ae15!8m2!3d46.994146!4d28.8636733!16s%2Fg%2F11g1rwpc6r?entry=ttu,4.7,424,https://www.facebook.com/turcRestaurant/,None,None,None
Pasio Coffee,"Pasio Coffee, Strada Vasile Alecsandri 115, Chișinău, Moldova",+373 604 41 850,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97d4e5bc370bb:0x31faf06f319783da!8m2!3d47.0205809!4d28.8375815!16s%2Fg%2F11lsf894p0?entry=ttu,4.8,282,https://facebook.com/pasiocoffeeplace/,https://www.instagram.com/pasiocoffee,European cuisine,None
Pause Café,"Pause Café, Chișinău MD, Bulevardul Dacia 27, MD-2011, Moldova",+373 611 31 300,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c979367e802869:0x687cd719fa89bea5!8m2!3d46.9861118!4d28.8584339!16s%2Fg%2F11cpnksffx?entry=ttu,4.5,431,https://pause.md/,https://pause.md/our-menu/,coffee house,None
Pegas Burger Cafe,"Pegas Burger Cafe, Trandafirilor Street 1, MD-2038, Chișinău, Moldova",+373 600 03 957,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97f4559342989:0xd0225561a12b208d!8m2!3d46.9980451!4d28.8581674!16s%2Fg%2F11gy4b5b6c?entry=ttu,4.4,613,http://www.pb.md/,https://pegasburger.md/,Fast Food,None
Pegas Burger Café,"Pegas Burger Café, Dimitrie Cantemir square1, Chișinău, Moldova",+373 600 03 957,https://maps.app.goo.gl/5tz4Ynw1NmvEqfsL9,4.4,912,http://www.pb.md/,None,None,None
Pegas Terrace & Restaurant,"Strada Albişoara 20/1, Chișinău, Молдова",+37(378)800600,https://www.google.com/maps/place/Pegas+Terrace+%26+Restaurant/data=!4m7!3m6!1s0x40c97c3fb573c957:0xd042ddb130dbedbd!8m2!3d47.0206592!4d28.855512!16s%2Fg%2F1tjx__k_!19sChIJV8lztT98yUARve3bMLHdQtA?authuser=0&hl=ru&rclk=1,4.6,4 601,http://www.pegasrestaurant.md/,https://pegasrestaurant.md/menju/,European cuisine,None
Pegas Terrace & Restaurant,"Strada Albişoara 20/1, Chișinău, Молдова",+37(378)800600,https://www.google.com/maps/place/Pegas+Terrace+%26+Restaurant/data=!4m7!3m6!1s0x40c97c3fb573c957:0xd042ddb130dbedbd!8m2!3d47.0206592!4d28.855512!16s%2Fg%2F1tjx__k_!19sChIJV8lztT98yUARve3bMLHdQtA?authuser=0&hl=ru&rclk=1,4.6,4 600,http://www.pegasrestaurant.md/,None,None,None
Pepe Rosso Restaurant Bucătaria Turcească,"Bulevardul Ștefan cel Mare și Sfînt 64, MD-2000, Chișinău, Молдова",+37(378)989090,https://www.google.com/maps/place/Pepe+Rosso+Restaurant+Buc%C4%83taria+Turceasc%C4%83/data=!4m7!3m6!1s0x40cbd93ba8bb704f:0xbcb945fbeef49f97!8m2!3d47.0181133!4d28.8428857!16s%2Fg%2F11p4_p846g!19sChIJT3C7qDvZy0ARl5_07vtFubw?authuser=0&hl=ru&rclk=1,4.4,194,https://peperosso.md/,straus.md,European cuisine,None
Pepperoni Pizza,"Bulevardul Decebal 23/1, MD-2002, Chișinău, Молдова",+37(378)552225,https://www.google.com/maps/place/Pepperoni+Pizza/data=!4m7!3m6!1s0x40c97dcc3073255b:0x6da033073d9a58ee!8m2!3d47.0045042!4d28.8607932!16s%2Fg%2F11gv0w53rp!19sChIJWyVzMMx9yUAR7liaPQczoG0?authuser=0&hl=ru&rclk=1,4.7,3,http://fb.com/pepperoni.jumbo,None,None,None
Pescado,Strada Mălina Mică 68/3,+37(367)697060,https://www.google.com/maps/place/Pescado/data=!4m7!3m6!1s0x40c97f071667eb6d:0xf04a5ad3572f5331!8m2!3d46.9957142!4d28.8292296!16s%2Fg%2F11vjh10521!19sChIJbetnFgd_yUARMVMvV9NaSvA?authuser=0&hl=ru&rclk=1,5.0,5,None,None,Indian food,None
Piana Vyshnia,"Piana Vyshnia, Stefan cel Mare si Sfant Boulevard 103, MD-2012, Chișinău, Moldova",+373 604 41 000,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97d6a5bf472d7:0x4eaaad4bbf4c31c4!8m2!3d47.0268474!4d28.8286896!16s%2Fg%2F11hf47wftw?entry=ttu,4.4,135,https://pianavyshnia.com/en/,https://pianavyshnia.com/en/,Bar/beer,None
Piers,"Piers, Strada Ghioceilor 1, Chișinău, Moldova",+373 606 60 505,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97f893009039b:0x16641618bd5c3f12!8m2!3d47.0189878!4d28.8086908!16s%2Fg%2F11q9mbwh7p?entry=ttu,4.2,928,https://www.facebook.com/piers.chisinau,http://menu.piers.md/menu.pdf,Seafood,None
Pizza Delice,"Stradela 2 Pietrăriei 21a, MD-2024, Chișinău, Молдова",+37(367)667699,https://maps.app.goo.gl/GnpFVCV96nTkBFBD7,4.6,772,http://www.delice.md/,https://delice.md/,European cuisine,None
Pizza Mania,"Strada Ismail 88, Chișinău, Молдова",+37(369)506045,https://www.google.com/maps/place/Pizza+Mania/data=!4m7!3m6!1s0x40c97c3c4ddcd193:0xb8654f80f9921b82!8m2!3d47.0179084!4d28.8496486!16s%2Fg%2F11clwb_m8j!19sChIJk9HcTTx8yUARghuS-YBPZbg?authuser=0&hl=ru&rclk=1,4.2,2 677,http://www.pizzamania.md/,https://pizzamania.md/,European cuisine,None
Pizzeria Caruso,"Pizzeria Caruso, Stefan cel Mare si Sfant Boulevard 149, MD-2021, Chișinău, Moldova",+373 682 33 222,https://maps.app.goo.gl/RQ5sRhMqGa5vUEvN6,4.2,1190,http://www.pizzeriacaruso.md/,https://www.instagram.com/stories/highlights/17965298348053927/,European cuisine,None
Pizzeria pe Vatră,"Pizzeria pe Vatră, Strada Grătiești 56A, Chișinău, Moldova",+373 681 33 311,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97d43c9512ec5:0x804974815cc7c838!8m2!3d47.061814!4d28.8479655!16s%2Fg%2F11rsm91jg5?entry=ttu,4.6,247,https://www.facebook.com/Pizzeria-pe-vatr%C4%83-100286861419375/,https://pizzapevatra.md/comanda-online/,European cuisine,None
Poetry Coffeeshop Powered by Julius Meinl,Bulevardul Ștefan cel Mare și Sfînt 119,+37(379)766766,https://www.google.com/maps/place/Poetry+Coffeeshop+Powered+by+Julius+Meinl/data=!4m7!3m6!1s0x40c97d3b90de7547:0xab880abca7fa7578!8m2!3d47.0290652!4d28.8244568!16s%2Fg%2F11gr2ctnbr!19sChIJR3XekDt9yUAReHX6p7wKiKs?authuser=0&hl=ru&rclk=1,4.7,836,https://www.facebook.com/PoetryCoffeeshop/?ref=br_rs,None,coffee house,None
Poké Poké,"Poké Poké, Bulevardul Moscova 5, Chișinău, Moldova",+373 600 19 064,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97debb1f2c2b1:0x52eca38578a2ee37!8m2!3d47.0479805!4d28.8622201!16s%2Fg%2F11ss7mfz3j?entry=ttu,4.5,63,http://www.poke.md/,https://poke.md/menu/,European cuisine,None
Popas Vînătoresc,"Strada Calea Moşilor 31, Chișinău, Молдова",+37(322)294488,https://maps.app.goo.gl/NKuLhW3XkGcSPmVW7,4.6,223,None,None,None,None
Popasul Dacilor,"Popasul Dacilor, Valea Crucii St 13, Chișinău, Moldova",+373 691 50 543,https://maps.app.goo.gl/aLXk9Xcg8qVpHXnd9,4.6,1308,http://popasuldacilor.md/,None,European cuisine,None
Power Kebab,"Bulevardul Decebal 6/1, Chișinău, Молдова",+37(379)343555,https://maps.app.goo.gl/2c1nEYSx9pRq3CtW9,3.8,481,http://www.powerkebab.md/,https://www.powerkebab.md/ro/catalog,European cuisine,None
Power Kebab,"Bulevardul Mircea cel Bătrîn 9, MD-2044, Chișinău",+37(379)349444,https://maps.app.goo.gl/o7UPHhb6a8MMhwsq6,4.0,183,http://www.powerkebab.md/,None,None,None
Pro Sănătate,"Pro Sănătate, Strada Vasile Alecsandri 90/1, Chișinău, Moldova",+373 796 18 942,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97c37652ea63f:0xc6998ed87fd1f6f4!8m2!3d47.0236805!4d28.8424833!16s%2Fg%2F11g6njh2hy?entry=ttu,4.6,208,https://facebook.com/100051158930776/,None,Bar/beer,None
Proper Coffee,"Proper Coffee, Anatoly Korobchanu St 7a, MD-2004, Chișinău, Moldova",+373 789 09 908,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97d42c2768787:0x79f3867a4397801d!8m2!3d47.0271347!4d28.8244918!16s%2Fg%2F11p60wz0vc?entry=ttu,4.6,144,https://www.meniudigital.ro/propercoffee,https://www.meniudigital.ro/propercoffee,European cuisine,None
Puer Lounge Club,"Puer Lounge Club, Bulevardul Moscova 6, Chișinău, Moldova",+373 600 98 880,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x40c97dcbf10393c3:0x4abdc897fc2ee185!8m2!3d47.0470699!4d28.8630608!16s%2Fg%2F11smg0hcwz?entry=ttu,4.7,80,https://4sq.com/3U1jgMN,https://www.instagram.com/stories/highlights/17940723385909300/,European cuisine,None
